Image number,Rank5,Rank4,Rank3,Rank2,Rank1,Label probability,Top 1 evaluation,Top 5 evaluation
1,0.0013060616329312325,0.001745336689054966,0.00225958158262074,0.02921249158680439,0.9573863744735718,0.9573863744735718,True,True
2,0.003153765806928277,0.004116535186767578,0.004321829415857792,0.005469319876283407,0.9600577354431152,0.9600577354431152,True,True
3,0.0028876957949250937,0.006141645833849907,0.014633829705417156,0.01762229949235916,0.9398990273475647,0.9398990273475647,True,True
4,0.032996442168951035,0.0508381687104702,0.06431945413351059,0.09904976189136505,0.30240684747695923,0.30240684747695923,True,True
5,0.02002650313079357,0.020712977275252342,0.029318487271666527,0.14102792739868164,0.5381041765213013,0.5381041765213013,False,True
6,0.049587853252887726,0.058980055153369904,0.06643934547901154,0.07295528054237366,0.2461332529783249,0.2461332529783249,False,False
7,0.026340395212173462,0.0377405546605587,0.045259520411491394,0.14821921288967133,0.6086986660957336,0.6086986660957336,True,True
8,0.05191335082054138,0.08755838871002197,0.09476795047521591,0.12768571078777313,0.2760990262031555,0.2760990262031555,False,True
9,0.04860702157020569,0.06090976297855377,0.08789166808128357,0.08938182890415192,0.10918071866035461,0.10918071866035461,False,True
10,0.026177115738391876,0.03702039271593094,0.03911018744111061,0.04304281249642372,0.08989206701517105,0.08989206701517105,False,True
11,0.05552593618631363,0.08166128396987915,0.08262544870376587,0.0980108305811882,0.24838028848171234,0.24838028848171234,False,True
12,0.028279103338718414,0.030046876519918442,0.10075848549604416,0.1890580654144287,0.25877252221107483,0.25877252221107483,False,False
13,0.05703318119049072,0.10515057295560837,0.1118435338139534,0.1595572531223297,0.18873263895511627,0.18873263895511627,False,True
14,0.028437605127692223,0.03801519796252251,0.05972873046994209,0.1521030068397522,0.1910696029663086,0.1910696029663086,True,True
15,0.003232440212741494,0.004455521237105131,0.019401393830776215,0.07895077019929886,0.8362727761268616,0.8362727761268616,False,False
16,0.03363579884171486,0.07166752964258194,0.08563855290412903,0.1454966962337494,0.1791432946920395,0.1791432946920395,False,True
17,0.045469626784324646,0.0475430004298687,0.09630290418863297,0.23856505751609802,0.2762840986251831,0.2762840986251831,False,True
18,0.019848614931106567,0.03027515485882759,0.04078173264861107,0.06879175454378128,0.2425844967365265,0.2425844967365265,True,True
19,0.03606239706277847,0.04830465838313103,0.14167867600917816,0.15269669890403748,0.2612418532371521,0.2612418532371521,False,True
20,0.02505449391901493,0.04317076504230499,0.044121380895376205,0.0561104416847229,0.6606267690658569,0.6606267690658569,True,True
